question_id,category,difficulty,sensitive_info_level,iteration,method,pred_sql,gold_sql,ex,pred_rows,gold_rows,latency_ms,api_error,exec_error
UW042,보험금지급,challenging,low,3,text2sql,"SELECT 
    SUM(CASE WHEN business_days_to_payment <= 3 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS paid_within_3_business_days_ratio,
    SUM(CASE WHEN business_days_to_payment > 10 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS paid_after_10_business_days_ratio
FROM claims;","SELECT ROUND(SUM(CASE WHEN business_days_to_payment <= 3 THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS within_3_days_pct, ROUND(SUM(CASE WHEN business_days_to_payment > 10 THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS over_10_days_pct FROM claims WHERE claim_status = '지급완료'",0,1,1,1601.55,,
UW043,보험금지급,challenging,high,1,text2sql,"SELECT COUNT(*) 
FROM claims 
WHERE claim_denial_reason = '호흡장해' AND claim_status = '지급거절';",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '재해분류제외' AND icd_code BETWEEN 'W75' AND 'W84' AND denial_detail = '질병에의한호흡장해' AND claim_status = '지급거절',1,1,1,920.88,,
UW043,보험금지급,challenging,high,2,text2sql,"SELECT COUNT(*) 
FROM claims 
WHERE claim_denial_reason = '호흡장해' AND claim_status = '지급거절';",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '재해분류제외' AND icd_code BETWEEN 'W75' AND 'W84' AND denial_detail = '질병에의한호흡장해' AND claim_status = '지급거절',1,1,1,1027.59,,
UW043,보험금지급,challenging,high,3,text2sql,"SELECT COUNT(*) 
FROM claims 
WHERE claim_status = '지급거절' 
AND claim_type = '호흡장해';",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '재해분류제외' AND icd_code BETWEEN 'W75' AND 'W84' AND denial_detail = '질병에의한호흡장해' AND claim_status = '지급거절',1,1,1,1274.36,,
UW044,보험금지급,challenging,medium,1,text2sql,"SELECT SUM(additional_interest_amount) AS total_additional_interest
FROM claims
WHERE payment_method = '분할지급';",SELECT SUM(interest_added_amount) FROM claims WHERE payment_method = '분할지급' AND interest_added_amount IS NOT NULL,0,1,1,1046.12,,
UW044,보험금지급,challenging,medium,2,text2sql,"SELECT SUM(additional_interest_amount) AS total_additional_interest
FROM claims
WHERE payment_method = '분할지급';",SELECT SUM(interest_added_amount) FROM claims WHERE payment_method = '분할지급' AND interest_added_amount IS NOT NULL,0,1,1,1173.93,,
UW044,보험금지급,challenging,medium,3,text2sql,"SELECT SUM(additional_interest_amount) AS total_additional_interest
FROM claims
WHERE payment_method = '분할지급';",SELECT SUM(interest_added_amount) FROM claims WHERE payment_method = '분할지급' AND interest_added_amount IS NOT NULL,0,1,1,926.0,,
UW045,장해리스크,challenging,high,1,text2sql,"SELECT 
    COUNT(CASE WHEN disability_assessment_date IS NOT NULL AND JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) <= 180 THEN 1 END) AS within_6_months,
    COUNT(CASE WHEN disability_assessment_date IS NOT NULL AND JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) > 180 THEN 1 END) AS after_6_months
FROM medical_history
WHERE diagnosis_code = '뇌졸중';","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) AS INTEGER) <= 180 THEN 1 END) * 100.0 / COUNT(CASE WHEN CAST(JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) AS INTEGER) > 180 THEN 1 END), 2) AS ratio FROM claims WHERE primary_diagnosis IN ('뇌졸중', '뇌손상') AND claim_type = '장해보험금'",0,0,1,3989.91,,pred_sql 오류: no such column: disability_assessment_date
UW045,장해리스크,challenging,high,2,text2sql,"SELECT 
    COUNT(CASE WHEN disability_assessment_date IS NOT NULL AND JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) <= 180 THEN 1 END) AS within_6_months,
    COUNT(CASE WHEN disability_assessment_date IS NOT NULL AND JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) > 180 THEN 1 END) AS after_6_months
FROM 
    medical_history
WHERE 
    diagnosis_code = '뇌졸중';","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) AS INTEGER) <= 180 THEN 1 END) * 100.0 / COUNT(CASE WHEN CAST(JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) AS INTEGER) > 180 THEN 1 END), 2) AS ratio FROM claims WHERE primary_diagnosis IN ('뇌졸중', '뇌손상') AND claim_type = '장해보험금'",0,0,1,2051.22,,pred_sql 오류: no such column: disability_assessment_date
UW045,장해리스크,challenging,high,3,text2sql,"SELECT 
    COUNT(CASE WHEN disability_assessment_date IS NOT NULL AND JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) <= 180 THEN 1 END) AS within_6_months,
    COUNT(CASE WHEN disability_assessment_date IS NOT NULL AND JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) > 180 THEN 1 END) AS after_6_months
FROM 
    medical_history
WHERE 
    diagnosis_code = '뇌졸중';","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) AS INTEGER) <= 180 THEN 1 END) * 100.0 / COUNT(CASE WHEN CAST(JULIANDAY(disability_assessment_date) - JULIANDAY(onset_date) AS INTEGER) > 180 THEN 1 END), 2) AS ratio FROM claims WHERE primary_diagnosis IN ('뇌졸중', '뇌손상') AND claim_type = '장해보험금'",0,0,1,2127.13,,pred_sql 오류: no such column: disability_assessment_date
UW046,계약심사,moderate,low,1,text2sql,"SELECT COUNT(*) AS valid_contracts_count
FROM contracts
WHERE insured_age >= 40
  AND contract_status = 'active'
  AND total_paid_premium < sum_insured;",SELECT COUNT(*) AS active_savings_policy_count FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_type = 'savings' AND c.contract_status = 'active' AND pr.reference_age = 40 AND pr.payment_type = 'full_term' AND pr.payment_cycle = 'monthly' AND pr.survival_benefit_total > pr.expected_total_premium,0,0,1,1646.51,,pred_sql 오류: no such column: insured_age
UW046,계약심사,moderate,low,2,text2sql,"SELECT COUNT(*) AS valid_contracts_count
FROM contracts
WHERE insured_age >= 40
  AND contract_status = 'active'
  AND total_paid_premium < sum_insured;",SELECT COUNT(*) AS active_savings_policy_count FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_type = 'savings' AND c.contract_status = 'active' AND pr.reference_age = 40 AND pr.payment_type = 'full_term' AND pr.payment_cycle = 'monthly' AND pr.survival_benefit_total > pr.expected_total_premium,0,0,1,1076.35,,pred_sql 오류: no such column: insured_age
UW046,계약심사,moderate,low,3,text2sql,"SELECT COUNT(*) AS valid_contracts_count
FROM contracts
WHERE contract_status = 'active'
AND insured_age >= 40
AND payment_type = 'full_term'
AND payment_cycle = 'monthly'
AND sum_insured > total_paid_premium;",SELECT COUNT(*) AS active_savings_policy_count FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_type = 'savings' AND c.contract_status = 'active' AND pr.reference_age = 40 AND pr.payment_type = 'full_term' AND pr.payment_cycle = 'monthly' AND pr.survival_benefit_total > pr.expected_total_premium,0,0,1,1372.17,,pred_sql 오류: no such column: insured_age
UW047,보험료산출,moderate,low,1,text2sql,"SELECT 
    p.product_type,
    COUNT(c.contract_id) AS new_contract_count,
    AVG(c.monthly_premium) AS average_premium
FROM 
    contracts c
JOIN 
    products p ON c.product_id = p.product_id
WHERE 
    p.insurance_type = 'life'
GROUP BY 
    p.product_type;","SELECT CASE WHEN pr.survival_benefit_total = 0 THEN 'pure_protection' ELSE 'other_protection' END AS protection_type, COUNT(c.contract_id) AS new_contract_count, ROUND(AVG(c.monthly_premium), 0) AS avg_premium FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_date >= DATE('now', '-1 year') GROUP BY protection_type",0,8,0,1460.36,,
UW047,보험료산출,moderate,low,2,text2sql,"SELECT 
    p.product_type,
    COUNT(c.contract_id) AS new_contract_count,
    AVG(c.monthly_premium) AS average_premium
FROM 
    contracts c
JOIN 
    products p ON c.product_id = p.product_id
WHERE 
    p.insurance_type = 'life'
GROUP BY 
    p.product_type;","SELECT CASE WHEN pr.survival_benefit_total = 0 THEN 'pure_protection' ELSE 'other_protection' END AS protection_type, COUNT(c.contract_id) AS new_contract_count, ROUND(AVG(c.monthly_premium), 0) AS avg_premium FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_date >= DATE('now', '-1 year') GROUP BY protection_type",0,8,0,1614.06,,
UW047,보험료산출,moderate,low,3,text2sql,"SELECT 
    p.product_type,
    COUNT(c.contract_id) AS new_contract_count,
    AVG(c.monthly_premium) AS average_premium
FROM 
    contracts c
JOIN 
    products p ON c.product_id = p.product_id
WHERE 
    p.insurance_type = 'life'
GROUP BY 
    p.product_type;","SELECT CASE WHEN pr.survival_benefit_total = 0 THEN 'pure_protection' ELSE 'other_protection' END AS protection_type, COUNT(c.contract_id) AS new_contract_count, ROUND(AVG(c.monthly_premium), 0) AS avg_premium FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_date >= DATE('now', '-1 year') GROUP BY protection_type",0,8,0,1437.51,,
UW048,계약심사,moderate,medium,1,text2sql,"SELECT *
FROM contracts
WHERE insurance_period = 'whole_life' AND death_benefit < total_paid_premium;","SELECT c.contract_id, c.insured_id, c.death_benefit, c.total_paid_premium, c.contract_status FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.insurance_period = 'whole_life' AND c.death_benefit < c.total_paid_premium AND c.contract_status = 'active'",0,0,11,989.27,,pred_sql 오류: no such column: insurance_period
UW048,계약심사,moderate,medium,2,text2sql,"SELECT *
FROM contracts
WHERE insurance_period = 'whole_life' AND death_benefit < total_paid_premium;","SELECT c.contract_id, c.insured_id, c.death_benefit, c.total_paid_premium, c.contract_status FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.insurance_period = 'whole_life' AND c.death_benefit < c.total_paid_premium AND c.contract_status = 'active'",0,0,11,1043.06,,pred_sql 오류: no such column: insurance_period
UW048,계약심사,moderate,medium,3,text2sql,"SELECT *
FROM contracts
WHERE insurance_period = 'whole_life' AND death_benefit < total_paid_premium;","SELECT c.contract_id, c.insured_id, c.death_benefit, c.total_paid_premium, c.contract_status FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.insurance_period = 'whole_life' AND c.death_benefit < c.total_paid_premium AND c.contract_status = 'active'",0,0,11,1061.65,,pred_sql 오류: no such column: insurance_period
UW049,보험료산출,moderate,medium,1,text2sql,"SELECT c.policyholder_id, c.remaining_coverage_reserve
FROM contracts c
JOIN declared_rate_info d ON c.product_id = d.product_id
WHERE d.rate_year = 7
AND c.remaining_coverage_reserve < c.total_paid_premium;","SELECT c.contract_id, c.policyholder_id, c.insured_id, c.reserve_amount_at_7yr, c.expected_total_premium_7yr FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'savings' AND pr.payment_period_years >= 7 AND c.reserve_amount_at_7yr < c.expected_total_premium_7yr AND c.contract_status = 'active'",1,0,0,1404.79,,
UW049,보험료산출,moderate,medium,2,text2sql,"SELECT c.policyholder_id, c.remaining_coverage_reserve
FROM contracts c
JOIN declared_rate_info d ON c.product_id = d.product_id
WHERE d.rate_year = 7
AND c.remaining_coverage_reserve < c.total_paid_premium;","SELECT c.contract_id, c.policyholder_id, c.insured_id, c.reserve_amount_at_7yr, c.expected_total_premium_7yr FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'savings' AND pr.payment_period_years >= 7 AND c.reserve_amount_at_7yr < c.expected_total_premium_7yr AND c.contract_status = 'active'",1,0,0,1201.17,,
UW049,보험료산출,moderate,medium,3,text2sql,"SELECT policyholder_id, remaining_coverage_reserve
FROM contracts
WHERE contract_type = '저축성보험'
AND remaining_coverage_reserve < total_paid_premium
AND payment_year_elapsed = 7;","SELECT c.contract_id, c.policyholder_id, c.insured_id, c.reserve_amount_at_7yr, c.expected_total_premium_7yr FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'savings' AND pr.payment_period_years >= 7 AND c.reserve_amount_at_7yr < c.expected_total_premium_7yr AND c.contract_status = 'active'",1,0,0,1340.73,,
UW050,계약심사,moderate,medium,1,text2sql,"SELECT COUNT(*) 
FROM contracts c
JOIN underwriting_decisions ud ON c.contract_id = ud.contract_id
JOIN products p ON c.product_id = p.product_id
WHERE ud.risk_surcharge_rate > 30 
AND p.insurance_period_years > 15;",SELECT COUNT(c.contract_id) AS surcharge_over_30_count FROM contracts c JOIN products pr ON c.product_id = pr.product_id JOIN underwriting_decisions ud ON ud.contract_id = c.contract_id WHERE pr.product_category = 'third_insurance' AND pr.insurance_period_years > 15 AND ud.risk_surcharge_rate > 0.30 AND c.contract_status = 'active',0,1,1,1296.25,,
UW050,계약심사,moderate,medium,2,text2sql,"SELECT COUNT(*) 
FROM contracts c
JOIN underwriting_decisions ud ON c.contract_id = ud.contract_id
JOIN products p ON c.product_id = p.product_id
WHERE ud.risk_surcharge_rate > 30 
AND p.insurance_period_years > 15;",SELECT COUNT(c.contract_id) AS surcharge_over_30_count FROM contracts c JOIN products pr ON c.product_id = pr.product_id JOIN underwriting_decisions ud ON ud.contract_id = c.contract_id WHERE pr.product_category = 'third_insurance' AND pr.insurance_period_years > 15 AND ud.risk_surcharge_rate > 0.30 AND c.contract_status = 'active',0,1,1,1235.83,,
UW050,계약심사,moderate,medium,3,text2sql,"SELECT COUNT(*) 
FROM contracts c
JOIN underwriting_decisions ud ON c.contract_id = ud.contract_id
JOIN products p ON c.product_id = p.product_id
WHERE ud.risk_surcharge_rate > 30 
AND p.insurance_period_years > 15;",SELECT COUNT(c.contract_id) AS surcharge_over_30_count FROM contracts c JOIN products pr ON c.product_id = pr.product_id JOIN underwriting_decisions ud ON ud.contract_id = c.contract_id WHERE pr.product_category = 'third_insurance' AND pr.insurance_period_years > 15 AND ud.risk_surcharge_rate > 0.30 AND c.contract_status = 'active',0,1,1,1241.73,,
UW051,보험금지급,challenging,medium,1,text2sql,"SELECT COUNT(DISTINCT c.insured_id) AS insured_count, 
       SUM(c.paid_amount) AS total_settlement_amount
FROM contracts c
JOIN underwriting_decisions ud ON c.contract_id = ud.contract_id
WHERE ud.decision_type = '승낙' 
  AND c.coverage_type = '제3보험' 
  AND c.total_paid_premium < (c.total_paid_premium * (1 + ud.premium_surcharge_rate / 100))
  AND ud.premium_surcharge_rate = 20;","SELECT COUNT(DISTINCT c.insured_id) AS insured_count, SUM((ud.risk_premium_before_surcharge - COALESCE(cl.paid_amount, 0)) * 0.5) AS estimated_refund_total FROM contracts c JOIN products pr ON c.product_id = pr.product_id JOIN underwriting_decisions ud ON ud.contract_id = c.contract_id LEFT JOIN claims cl ON cl.contract_id = c.contract_id WHERE pr.product_category = 'third_insurance' AND ud.extra_surcharge_rate = 0.20 AND COALESCE(cl.paid_amount, 0) < ud.risk_premium_before_surcharge AND c.contract_status IN ('active', 'expired')",0,0,1,2057.0,,pred_sql 오류: no such column: c.paid_amount
UW051,보험금지급,challenging,medium,2,text2sql,"SELECT COUNT(DISTINCT c.insured_id) AS insured_count, 
       SUM(c.paid_amount) AS total_settlement_amount
FROM contracts c
JOIN underwriting_decisions ud ON c.contract_id = ud.contract_id
WHERE ud.decision_type = '승낙' 
  AND c.coverage_type = '제3보험' 
  AND c.total_paid_premium < (c.total_paid_premium * (1 + ud.premium_surcharge_rate / 100))
  AND ud.premium_surcharge_rate = 20;","SELECT COUNT(DISTINCT c.insured_id) AS insured_count, SUM((ud.risk_premium_before_surcharge - COALESCE(cl.paid_amount, 0)) * 0.5) AS estimated_refund_total FROM contracts c JOIN products pr ON c.product_id = pr.product_id JOIN underwriting_decisions ud ON ud.contract_id = c.contract_id LEFT JOIN claims cl ON cl.contract_id = c.contract_id WHERE pr.product_category = 'third_insurance' AND ud.extra_surcharge_rate = 0.20 AND COALESCE(cl.paid_amount, 0) < ud.risk_premium_before_surcharge AND c.contract_status IN ('active', 'expired')",0,0,1,1800.78,,pred_sql 오류: no such column: c.paid_amount
UW051,보험금지급,challenging,medium,3,text2sql,"SELECT COUNT(DISTINCT c.insured_id) AS insured_count, 
       SUM(c.paid_amount) AS total_settlement_amount
FROM contracts c
JOIN underwriting_decisions ud ON c.contract_id = ud.contract_id
WHERE ud.decision_type = '승낙' 
  AND ud.risk_surcharge_rate = 0.2 
  AND c.paid_amount < ud.risk_premium_before_surcharge;","SELECT COUNT(DISTINCT c.insured_id) AS insured_count, SUM((ud.risk_premium_before_surcharge - COALESCE(cl.paid_amount, 0)) * 0.5) AS estimated_refund_total FROM contracts c JOIN products pr ON c.product_id = pr.product_id JOIN underwriting_decisions ud ON ud.contract_id = c.contract_id LEFT JOIN claims cl ON cl.contract_id = c.contract_id WHERE pr.product_category = 'third_insurance' AND ud.extra_surcharge_rate = 0.20 AND COALESCE(cl.paid_amount, 0) < ud.risk_premium_before_surcharge AND c.contract_status IN ('active', 'expired')",0,0,1,2227.73,,pred_sql 오류: no such column: c.paid_amount
UW052,보험료산출,moderate,low,1,text2sql,"SELECT p.product_name, 
       AVG(c.contract_cost_index) AS average_contract_cost_index
FROM contracts c
JOIN products p ON c.product_id = p.product_id
WHERE c.contract_type = '보장' 
  AND c.contract_conclusion_cost > c.standard_surrender_charge
GROUP BY p.product_name;","SELECT pr.product_name, COUNT(c.contract_id) AS contract_count, ROUND(AVG(pr.contract_cost_index), 4) AS avg_contract_cost_index FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND pr.contract_conclusion_cost > pr.standard_surrender_charge AND c.contract_status = 'active' GROUP BY pr.product_name ORDER BY contract_count DESC",0,0,2,1700.59,,pred_sql 오류: no such column: c.contract_cost_index
UW052,보험료산출,moderate,low,2,text2sql,"SELECT p.product_name, 
       AVG(c.contract_cost_index) AS average_contract_cost_index
FROM contracts c
JOIN products p ON c.product_id = p.product_id
WHERE c.contract_type = '보장' 
  AND c.contract_conclusion_cost > c.standard_surrender_charge
GROUP BY p.product_name;","SELECT pr.product_name, COUNT(c.contract_id) AS contract_count, ROUND(AVG(pr.contract_cost_index), 4) AS avg_contract_cost_index FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND pr.contract_conclusion_cost > pr.standard_surrender_charge AND c.contract_status = 'active' GROUP BY pr.product_name ORDER BY contract_count DESC",0,0,2,1519.28,,pred_sql 오류: no such column: c.contract_cost_index
UW052,보험료산출,moderate,low,3,text2sql,"SELECT p.product_name, 
       AVG(c.contract_cost_index) AS average_contract_cost_index
FROM contracts c
JOIN products p ON c.product_id = p.product_id
WHERE c.contract_type = '보장' 
  AND c.contract_conclusion_cost > c.standard_surrender_charge
GROUP BY p.product_name;","SELECT pr.product_name, COUNT(c.contract_id) AS contract_count, ROUND(AVG(pr.contract_cost_index), 4) AS avg_contract_cost_index FROM contracts c JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND pr.contract_conclusion_cost > pr.standard_surrender_charge AND c.contract_status = 'active' GROUP BY pr.product_name ORDER BY contract_count DESC",0,0,2,1821.15,,pred_sql 오류: no such column: c.contract_cost_index
UW053,계약관리,challenging,medium,1,text2sql,"SELECT c.contract_id
FROM contracts c
JOIN commission_payments cp ON c.contract_id = cp.contract_id
WHERE c.contract_status = 'terminated'
AND JULIANDAY(c.termination_date) - JULIANDAY(c.contract_date) <= 365
AND cp.total_commission_paid > c.total_paid_premium;","SELECT c.contract_id, c.policyholder_id, c.termination_date, c.total_paid_premium, cp.total_commission_paid, (cp.total_commission_paid - c.total_paid_premium) AS excess_commission FROM contracts c JOIN commission_payments cp ON cp.contract_id = c.contract_id JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_status = 'terminated' AND CAST(JULIANDAY(c.termination_date) - JULIANDAY(c.contract_date) AS INTEGER) <= 365 AND cp.total_commission_paid > c.total_paid_premium ORDER BY excess_commission DESC",1,0,0,1681.46,,
UW053,계약관리,challenging,medium,2,text2sql,"SELECT c.contract_id, c.product_id, c.insured_id, c.total_paid_premium, c.annual_premium, cp.total_commission_paid
FROM contracts c
JOIN commission_payments cp ON c.contract_id = cp.contract_id
WHERE c.contract_status = 'terminated'
AND JULIANDAY(c.termination_date) - JULIANDAY(c.contract_date) <= 365
AND cp.total_commission_paid > c.total_paid_premium;","SELECT c.contract_id, c.policyholder_id, c.termination_date, c.total_paid_premium, cp.total_commission_paid, (cp.total_commission_paid - c.total_paid_premium) AS excess_commission FROM contracts c JOIN commission_payments cp ON cp.contract_id = c.contract_id JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_status = 'terminated' AND CAST(JULIANDAY(c.termination_date) - JULIANDAY(c.contract_date) AS INTEGER) <= 365 AND cp.total_commission_paid > c.total_paid_premium ORDER BY excess_commission DESC",1,0,0,1886.32,,
UW053,계약관리,challenging,medium,3,text2sql,"SELECT c.contract_id, c.product_id, c.insured_id, c.total_paid_premium, cp.total_commission_paid
FROM contracts c
JOIN commission_payments cp ON c.contract_id = cp.contract_id
WHERE c.contract_status = 'terminated'
AND JULIANDAY(c.termination_date) - JULIANDAY(c.contract_date) <= 365
AND cp.total_commission_paid > c.total_paid_premium;","SELECT c.contract_id, c.policyholder_id, c.termination_date, c.total_paid_premium, cp.total_commission_paid, (cp.total_commission_paid - c.total_paid_premium) AS excess_commission FROM contracts c JOIN commission_payments cp ON cp.contract_id = c.contract_id JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_status = 'terminated' AND CAST(JULIANDAY(c.termination_date) - JULIANDAY(c.contract_date) AS INTEGER) <= 365 AND cp.total_commission_paid > c.total_paid_premium ORDER BY excess_commission DESC",1,0,0,1921.28,,
UW054,계약관리,challenging,low,1,text2sql,"SELECT 
    a.agent_id,
    a.agent_name,
    COUNT(CASE WHEN c.contract_type = '진단계약' THEN 1 END) AS total_guarantee_contracts,
    COUNT(CASE WHEN c.contract_type = '진단계약' AND p.payment_type = 'split' THEN 1 END) AS split_commission_contracts,
    COUNT(CASE WHEN c.contract_type = '진단계약' AND p.payment_type = 'standard' THEN 1 END) AS standard_commission_contracts
FROM 
    agents a
JOIN 
    contracts c ON a.agent_id = c.agent_id
JOIN 
    commission_plans p ON a.commission_plan_id = p.commission_plan_id
WHERE 
    c.contract_status = 'active'
GROUP BY 
    a.agent_id, a.agent_name;","SELECT cp.commission_type, COUNT(c.contract_id) AS total_contracts, SUM(CASE WHEN c.payment_count >= 13 THEN 1 ELSE 0 END) AS retained_13th, ROUND(100.0 * SUM(CASE WHEN c.payment_count >= 13 THEN 1 ELSE 0 END) / COUNT(c.contract_id), 2) AS retention_rate_13th FROM contracts c JOIN agents a ON a.agent_id = c.agent_id JOIN commission_plans cp ON cp.commission_plan_id = a.commission_plan_id JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_date BETWEEN DATE('now', '-2 years') AND DATE('now', '-13 months') GROUP BY cp.commission_type",0,0,0,3728.86,,pred_sql 오류: no such column: p.payment_type
UW054,계약관리,challenging,low,2,text2sql,"SELECT 
    a.agent_id,
    a.agent_name,
    COUNT(CASE WHEN c.contract_type = '진단계약' THEN 1 END) AS total_guarantee_contracts,
    COUNT(CASE WHEN c.contract_type = '진단계약' AND p.payment_type = 'split' THEN 1 END) AS split_commission_contracts,
    COUNT(CASE WHEN c.contract_type = '진단계약' AND p.payment_type = 'standard' THEN 1 END) AS standard_commission_contracts
FROM 
    agents a
JOIN 
    contracts c ON a.agent_id = c.agent_id
JOIN 
    commission_plans p ON a.commission_plan_id = p.commission_plan_id
WHERE 
    c.contract_status = 'active'
GROUP BY 
    a.agent_id, a.agent_name;","SELECT cp.commission_type, COUNT(c.contract_id) AS total_contracts, SUM(CASE WHEN c.payment_count >= 13 THEN 1 ELSE 0 END) AS retained_13th, ROUND(100.0 * SUM(CASE WHEN c.payment_count >= 13 THEN 1 ELSE 0 END) / COUNT(c.contract_id), 2) AS retention_rate_13th FROM contracts c JOIN agents a ON a.agent_id = c.agent_id JOIN commission_plans cp ON cp.commission_plan_id = a.commission_plan_id JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_date BETWEEN DATE('now', '-2 years') AND DATE('now', '-13 months') GROUP BY cp.commission_type",0,0,0,2497.4,,pred_sql 오류: no such column: p.payment_type
UW054,계약관리,challenging,low,3,text2sql,"SELECT 
    a.agent_id,
    a.agent_name,
    COUNT(CASE WHEN c.contract_type = '진단계약' THEN 1 END) AS total_guarantee_contracts,
    COUNT(CASE WHEN c.contract_type = '진단계약' AND p.payment_type = 'split' THEN 1 END) AS split_commission_contracts,
    COUNT(CASE WHEN c.contract_type = '진단계약' AND p.payment_type = 'standard' THEN 1 END) AS standard_commission_contracts
FROM 
    agents a
JOIN 
    contracts c ON a.agent_id = c.agent_id
JOIN 
    commission_plans p ON a.commission_plan_id = p.commission_plan_id
WHERE 
    c.contract_status = 'active'
GROUP BY 
    a.agent_id, a.agent_name;","SELECT cp.commission_type, COUNT(c.contract_id) AS total_contracts, SUM(CASE WHEN c.payment_count >= 13 THEN 1 ELSE 0 END) AS retained_13th, ROUND(100.0 * SUM(CASE WHEN c.payment_count >= 13 THEN 1 ELSE 0 END) / COUNT(c.contract_id), 2) AS retention_rate_13th FROM contracts c JOIN agents a ON a.agent_id = c.agent_id JOIN commission_plans cp ON cp.commission_plan_id = a.commission_plan_id JOIN products pr ON c.product_id = pr.product_id WHERE pr.product_category = 'protection' AND c.contract_date BETWEEN DATE('now', '-2 years') AND DATE('now', '-13 months') GROUP BY cp.commission_type",0,0,0,3883.0,,pred_sql 오류: no such column: p.payment_type
UW055,계약심사,moderate,medium,1,text2sql,"SELECT c.contract_id, c.min_death_benefit, a.agent_id, a.agent_name
FROM contracts c
JOIN agents a ON c.agent_id = a.agent_id
JOIN products p ON c.product_id = p.product_id
WHERE p.product_type = 'variable' AND c.min_death_benefit IS NULL;","SELECT c.contract_id, c.insured_id, c.contract_date, pr.product_name, a.agent_id, a.agent_name FROM contracts c JOIN products pr ON c.product_id = pr.product_id JOIN agents a ON a.agent_id = c.agent_id WHERE pr.product_category = 'variable' AND (c.min_death_benefit IS NULL OR c.min_death_benefit = 0) AND c.contract_status = 'active'",0,25,17,1585.53,,
UW055,계약심사,moderate,medium,2,text2sql,"SELECT c.contract_id, c.min_death_benefit, a.agent_id, a.agent_name
FROM contracts c
JOIN agents a ON c.agent_id = a.agent_id
JOIN products p ON c.product_id = p.product_id
WHERE p.product_type = 'variable' AND c.min_death_benefit IS NULL;","SELECT c.contract_id, c.insured_id, c.contract_date, pr.product_name, a.agent_id, a.agent_name FROM contracts c JOIN products pr ON c.product_id = pr.product_id JOIN agents a ON a.agent_id = c.agent_id WHERE pr.product_category = 'variable' AND (c.min_death_benefit IS NULL OR c.min_death_benefit = 0) AND c.contract_status = 'active'",0,25,17,1257.39,,
